SAMPLE_ID,식품명,식품상세분류,1회제공량,내용량_단위,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),총 아미노산(mg),콜레스테롤(mg),총 포화 지방산(g),총 불포화지방산(g),트랜스 지방산(g),출처,발행기관
R000134-ZZ-AVG,"멥쌀, 현미, 죽",곡류 및 그 제품,100,g,64,-83.0,-1.2,-0.4,-15.2,-0.4,-0.6,"-1,170",0,-0.09,-0.25,-,JAPAN('20),국립농업과학원
R000135-ZZ-AVG,"멥쌀, 현미, 미음",곡류 및 그 제품,100,g,19,-95.0,-0.4,-0.1,-4.4,-0.1,-0.2,-390.7,0,-0.02,-0.06,-,JAPAN('20),국립농업과학원
R000136-ZZ-AVG,"멥쌀밥, 쪄서 말린것",곡류 및 그 제품,100,g,373,10.9,5.2,0.1,83.7,-,-,-,-,-,-,-,농진청('09),국립농업과학원
R000137-ZZ-AVG,누룽지,곡류 및 그 제품,100,g,393,5.9,6.8,0.2,86.8,-,4.5,-,-,-,-,-,농진청('10),국립농업과학원
R000138-ZZ-AVG,"즉석밥, 누룽지",곡류 및 그 제품,100,g,415,1.1,6.64,0.84,90.98,1.14,3.7,"5,913",0,0.33,0.46,0.01,농진청('16),국립농업과학원
R000139-ZZ-AVG,"즉석밥, 누룽지, 끓는물 부음",곡류 및 그 제품,100,g,69,83.4,1.32,0.10,15.06,1.15,0.5,"1,028",0,0.04,0.05,0,농진청('16),국립농업과학원
R000140-ZZ-AVG,"즉석밥, 백미",곡류 및 그 제품,100,g,152,63.9,2.11,0.28,33.59,1.04,1.2,"2,242",0,0.11,0.16,0,농진청('16),국립농업과학원
R000141-ZZ-AVG,"즉석밥, 잡곡밥(멥쌀, 찹쌀, 흑미, 팥, 기장, 찰수수)",곡류 및 그 제품,100,g,150,62.5,2.83,0.38,33.76,0.03,0.7,"2,717",0,0.13,0.24,0,농진청('16),국립농업과학원
R000142-ZZ-AVG,멥쌀 과자,곡류 및 그 제품,100,g,469,2.2,3.2,15.9,78.2,-,-,-,-,-,-,-,농진청('03),국립농업과학원
R000143-ZZ-AVG,"멥쌀 과자, 쌀엿강정, 팽화",곡류 및 그 제품,100,g,395,3.5,4.11,2.13,89.96,29.97,0,"3,787",0,1.12,0.88,0.02,농진청('16),국립농업과학원
R000144-ZZ-AVG,"멥쌀 과자, 튀밥, 팽화",곡류 및 그 제품,100,g,393,5.6,8.7,3.9,80.7,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000145-ZZ-AVG,"멥쌀 국수, 말린것",곡류 및 그 제품,100,g,340,9.8,9.1,1.5,72.6,-,-,-,-,-,-,-,농진청('09),국립농업과학원
R000146-ZZ-AVG,"멥쌀떡, 가래떡",곡류 및 그 제품,100,g,213,46.4,3.71,0.37,48.80,0.09,0.7,"3,114",0,0.16,0.20,0,농진청('16),국립농업과학원
R000147-ZZ-AVG,"멥쌀떡, 가래떡, 흑미",곡류 및 그 제품,100,g,205,48.1,3.5,0,47.8,-,-,-,-,-,-,-,농진청('07),국립농업과학원
R000148-ZZ-AVG,"멥쌀떡, 개피떡(바람떡)",곡류 및 그 제품,100,g,207,48.7,4.3,0.8,45.6,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000149-ZZ-AVG,"멥쌀떡, 개피떡(바람떡), 쑥",곡류 및 그 제품,100,g,206,48.8,4.5,0.8,45.2,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000150-ZZ-AVG,"멥쌀떡, 꿀떡",곡류 및 그 제품,100,g,210,48.5,3.09,1.46,46.14,7.39,1.6,"2,800",0,0.28,1.11,0.01,농진청('16),국립농업과학원
R000151-ZZ-AVG,"멥쌀떡, 무지개떡",곡류 및 그 제품,100,g,229,42.4,3.5,0.3,53.0,-,0.2,-,-,-,-,-,식약처('11),국립농업과학원
R000152-ZZ-AVG,"멥쌀떡, 백설기",곡류 및 그 제품,100,g,245,41.4,3.99,0.52,53.45,9.61,0.5,"2,995",0,0.18,0.24,0,농진청('18),국립농업과학원
R000153-ZZ-AVG,"멥쌀떡, 백설기, 검정콩",곡류 및 그 제품,100,g,229,43.6,5.75,1.46,48.31,2.07,2.5,"5,334",0,0.31,1.09,0,농진청('16),국립농업과학원
R000154-ZZ-AVG,"멥쌀떡, 송편, 검정콩",곡류 및 그 제품,100,g,200,49.8,6.9,0.8,41.2,-,-,-,-,-,-,-,농진청('01),국립농업과학원
R000155-ZZ-AVG,"멥쌀떡, 송편, 팥",곡류 및 그 제품,100,g,200,49.5,5.4,0.4,43.6,-,-,-,-,-,-,-,농진청('01),국립농업과학원
R000156-ZZ-AVG,"멥쌀떡, 송편, 깨",곡류 및 그 제품,100,g,224,46.4,5.90,2.74,44.01,6.44,1.1,"5,843",0,0.52,2.09,0.01,농진청('16),국립농업과학원
R000157-ZZ-AVG,"멥쌀떡, 모싯잎송편, 동부",곡류 및 그 제품,100,g,190,52.2,5.65,0.66,40.29,3.18,4.0,"5,194",0,0.24,0.39,0,농진청('14),국립농업과학원
R000158-ZZ-AVG,"멥쌀떡, 모싯잎송편, 동부(국내산)",곡류 및 그 제품,100,g,190,52.2,5.28,0.65,40.68,1.59,4.2,"4,950",0,0.24,0.38,0,농진청('14),국립농업과학원
R000159-ZZ-AVG,"멥쌀떡, 모싯잎송편, 동부(수입산)",곡류 및 그 제품,100,g,190,52.2,6.03,0.67,39.90,3.18,3.9,"5,437",0,0.24,0.40,0,농진청('14),국립농업과학원
R000160-ZZ-AVG,"멥쌀떡, 시루떡, 팥",곡류 및 그 제품,100,g,183,53.7,5.83,0.41,38.94,0.94,3.1,"5,264",0,0.16,0.23,0,농진청('16),국립농업과학원
R000161-ZZ-AVG,"멥쌀떡, 절편",곡류 및 그 제품,100,g,215,46.2,3.69,0.49,49.04,0.10,1.0,"3,136",0,0.19,0.28,0,농진청('16),국립농업과학원
R000162-ZZ-AVG,"멥쌀떡, 증편",곡류 및 그 제품,100,g,195,51.0,3.02,0.43,44.66,8.74,0.8,"2,443",0,0.14,0.27,0,농진청('16),국립농업과학원
R000163-ZZ-AVG,"미숫가루, 혼합곡물",곡류 및 그 제품,100,g,398,2.0,14.52,5.48,76.17,1.06,12.8,"13,175",0,1.08,4.14,0.01,농진청('14),국립농업과학원
R000164-ZZ-AVG,"밀, 도정, 생것",곡류 및 그 제품,100,g,333,10.6,10.6,1.0,75.8,-,-,-,-,-,-,-,농진청('99),국립농업과학원
R000165-ZZ-AVG,"밀, 금강밀, 도정, 생것",곡류 및 그 제품,100,g,329,13.3,13.06,1.28,71.70,0,3.3,"12,131",0,0.31,0.91,0,농진청('13),국립농업과학원
R000166-ZZ-AVG,"밀, 신미찰밀, 도정, 생것",곡류 및 그 제품,100,g,334,11.5,11.3,1.6,74.2,-,-,-,-,-,-,-,농진청('05),국립농업과학원
R000167-ZZ-AVG,"밀, 흑밀, 도정, 생것",곡류 및 그 제품,100,g,328,12.1,12.9,0.9,72.5,-,-,-,-,-,-,-,농진청('05),국립농업과학원
R000168-ZZ-AVG,"밀, 통밀, 생것",곡류 및 그 제품,100,g,342,9.2,13.2,1.5,74.6,-,16.0,-,-,-,-,-,농진청('06),국립농업과학원
R000169-ZZ-AVG,"밀, 호라산, 말린것",곡류 및 그 제품,100,g,334,11.6,13.74,1.91,71.16,4.37,11.9,"13,625",0,0.41,1.40,0.01,농진청('16),국립농업과학원
R000170-ZZ-AVG,"밀, 강력밀가루",곡류 및 그 제품,100,g,334,12.0,13.59,1.11,72.89,0,2.5,"12,419",0,0.27,0.78,0,농진청('13),국립농업과학원
R000171-ZZ-AVG,"밀, 도넛가루",곡류 및 그 제품,100,g,404,8.4,8.5,6.8,73.9,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000172-ZZ-AVG,"밀, 박력밀가루",곡류 및 그 제품,100,g,374,11.8,9.15,0.94,77.73,0,2.1,"8,398",0,0.23,0.66,0,농진청('13),국립농업과학원
R000173-ZZ-AVG,"밀, 부침가루",곡류 및 그 제품,100,g,368,11.5,9.80,0.98,75.52,3.49,2.5,"8,895",0,0.24,0.69,0,농진청('13),국립농업과학원
R000174-ZZ-AVG,"밀, 빵가루",곡류 및 그 제품,100,g,392,7.8,11.95,2.05,77.04,4.74,4.2,"10,854",0,0.76,1.19,0.01,농진청('13),국립농업과학원
R000175-ZZ-AVG,"밀, 중력밀가루",곡류 및 그 제품,100,g,375,11.6,10.34,1.01,76.64,0,2.7,"9,483",0,0.26,0.71,0,농진청('13),국립농업과학원
R000176-ZZ-AVG,"밀, 통밀가루",곡류 및 그 제품,100,g,365,14.1,11.9,1.6,71.5,-,3.7,-,-,-,-,-,농진청('11),국립농업과학원
R000177-ZZ-AVG,"밀, 튀김가루",곡류 및 그 제품,100,g,367,10.7,7.22,0.80,78.41,0,2.2,"7,063",0,0.22,0.54,0,농진청('13),국립농업과학원
R000178-ZZ-AVG,"밀, 팬케이크가루",곡류 및 그 제품,100,g,394,8.9,7.9,4.9,75.9,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000179-ZZ-AVG,"과자, 건빵",곡류 및 그 제품,100,g,419,4.2,9.92,8.67,75.37,16.84,6.9,"9,512",0,3.68,4.55,0.05,농진청('13),국립농업과학원
R000180-ZZ-AVG,"과자, 대추꿀약과",곡류 및 그 제품,100,g,428,13.3,4.5,16.3,65.7,-,-,-,-,-,-,-,농진청('02),국립농업과학원
R000181-ZZ-AVG,"과자, 마카로니",곡류 및 그 제품,100,g,457,1.6,11.50,13.96,71.28,0.93,5.1,"11,363",0,2.42,10.54,0.39,농진청('16),국립농업과학원
R000182-ZZ-AVG,"과자, 만주, 밤",곡류 및 그 제품,100,g,330,19.6,6.35,2.39,70.86,42.45,4.5,"6,042",0,0.86,1.35,0.01,농진청('13),국립농업과학원
R000183-ZZ-AVG,"과자, 모나카",곡류 및 그 제품,100,g,346,13.3,3.35,0.29,82.62,36.58,2.4,"2,921",0,0.08,0.19,0,농진청('13),국립농업과학원
R000184-ZZ-AVG,"과자, 바닐라 웨하스",곡류 및 그 제품,100,g,521,2.6,4.1,26.9,65.6,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000185-ZZ-AVG,"과자, 비스킷, 소프트",곡류 및 그 제품,100,g,489,7.7,5.70,24.93,60.34,23.46,2.1,"5,310",31.02,11.98,11.57,0.23,농진청('13),국립농업과학원
R000186-ZZ-AVG,"과자, 비스킷, 하드",곡류 및 그 제품,100,g,534,0.7,6.68,28.58,62.63,9.21,2.1,"6,203",1.59,13.97,13.18,0.13,농진청('13),국립농업과학원
R000187-ZZ-AVG,"과자, 뻥튀기, 원반 모양, 팽화",곡류 및 그 제품,100,g,383,4.9,11.06,1.07,82.29,1.74,2.0,"11,120",0,0.29,0.73,0.01,농진청('16),국립농업과학원
R000188-ZZ-AVG,"과자, 사과파이",곡류 및 그 제품,100,g,471,7.8,5.50,21.00,64.98,22.83,1.9,"5,043",0,11.38,8.40,0.22,농진청('13),국립농업과학원
R000189-ZZ-AVG,"과자, 스낵, 새우",곡류 및 그 제품,100,g,494,2.9,6.04,22.77,66.32,4.00,2.5,"5,525",0,6.77,14.79,0.20,농진청('13),국립농업과학원
R000190-ZZ-AVG,"과자, 스낵, 옥수수",곡류 및 그 제품,100,g,520,1.1,5.25,26.27,65.73,2.01,1.1,"5,167",0,7.64,17.29,0.18,농진청('13),국립농업과학원
R000191-ZZ-AVG,"과자, 약과",곡류 및 그 제품,100,g,422,11.0,3.8,13.3,71.7,-,-,-,-,-,-,-,농진청('03),국립농업과학원
R000192-ZZ-AVG,"과자, 전병",곡류 및 그 제품,100,g,390,-4.3,-7.0,-3.2,-84.9,-48.5,-1.2,"-7,557",-90,-0.92,-1.82,-,JAPAN('20),국립농업과학원
R000193-ZZ-AVG,"과자, 전병, 김",곡류 및 그 제품,100,g,420,3.0,6.7,6.9,82.8,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000194-ZZ-AVG,"과자, 초코볼",곡류 및 그 제품,100,g,501,1.5,4.3,22.5,70.2,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000195-ZZ-AVG,"과자, 초코파이",곡류 및 그 제품,100,g,428,11.4,4.29,15.57,67.59,31.18,2.1,"3,696",0,9.51,5.23,0.09,농진청('13),국립농업과학원
R000196-ZZ-AVG,"과자, 쿠키, 땅콩버터",곡류 및 그 제품,100,g,493,1.6,8.36,20.87,67.97,22.42,2.4,"8,229",6.84,9.97,9.86,0.08,농진청('13),국립농업과학원
R000197-ZZ-AVG,"과자, 쿠키, 버터",곡류 및 그 제품,100,g,512,1.8,6.37,24.52,66.47,16.45,1.4,"6,032",25.86,13.40,9.79,0.18,농진청('13),국립농업과학원
R000198-ZZ-AVG,"과자, 쿠키, 초코칩",곡류 및 그 제품,100,g,494,1.0,5.92,20.55,71.38,23.18,3.0,"5,342",13.38,11.21,8.15,0.24,농진청('13),국립농업과학원
R000199-ZZ-AVG,"과자, 쿠키, 통밀",곡류 및 그 제품,100,g,471,1.9,6.48,17.17,72.73,16.62,17.1,"5,330",5.19,8.90,6.80,0.67,농진청('16),국립농업과학원
R000200-ZZ-AVG,"과자, 크랙커",곡류 및 그 제품,100,g,513,4.0,7.0,27.8,58.8,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000201-ZZ-AVG,"과자, 크래커, 땅콩샌드",곡류 및 그 제품,100,g,524,0.9,7.66,26.24,64.23,14.64,2.1,"6,921",0,12.99,11.49,0.53,농진청('13),국립농업과학원
R000202-ZZ-AVG,"과자, 크래커, 채소",곡류 및 그 제품,100,g,506,0.4,7.38,22.62,68.26,12.12,1.8,"6,597",0,13.52,7.58,0.38,농진청('13),국립농업과학원
R000203-ZZ-AVG,"과자, 크래커, 치즈샌드",곡류 및 그 제품,100,g,497,1.7,6.08,22.23,68.24,14.69,1.9,"5,580",0,13.24,7.36,0.55,농진청('13),국립농업과학원
R000204-ZZ-AVG,"국수, 생것",곡류 및 그 제품,100,g,291,30.5,7.25,0.87,60.09,7.39,1.8,"6,944",0,0.25,0.58,0,농진청('13),국립농업과학원
R000205-ZZ-AVG,"국수, 말린것",곡류 및 그 제품,100,g,368,10.4,10.38,1.24,74.41,2.57,2.2,"9,767",0,0.33,0.85,0,농진청('14),국립농업과학원
R000206-ZZ-AVG,"국수, 말린것, 삶은것",곡류 및 그 제품,100,g,123,71.0,3.55,0.44,24.70,0,1.7,"3,275",0,0.12,0.29,0,농진청('14),국립농업과학원
R000207-ZZ-AVG,"국수, 소면, 말린것",곡류 및 그 제품,100,g,370,10.0,10.36,1.27,74.88,1.93,1.9,"9,684",0,0.34,0.87,0,농진청('13),국립농업과학원
R000208-ZZ-AVG,"국수, 소면, 말린것, 삶은것",곡류 및 그 제품,100,g,126,70.4,3.55,0.48,25.36,0,1.5,"3,317",0,0.14,0.32,0,농진청('13),국립농업과학원
R000209-ZZ-AVG,"국수, 중면, 말린것",곡류 및 그 제품,100,g,366,10.7,10.40,1.21,73.94,3.21,2.4,"9,851",0,0.33,0.82,0,농진청('14),국립농업과학원
R000210-ZZ-AVG,"국수, 중면, 말린것, 삶은것",곡류 및 그 제품,100,g,120,71.7,3.55,0.40,24.04,0,2.0,"3,233",0,0.11,0.27,0,농진청('14),국립농업과학원
R000211-ZZ-AVG,"라면, 말린것",곡류 및 그 제품,100,g,445,6.4,8.23,14.28,69.05,0,3.8,"7,515",0,6.68,6.84,0.12,농진청('14),국립농업과학원
R000212-ZZ-AVG,"라면, 말린것, 삶은것",곡류 및 그 제품,100,g,175,62.0,3.61,4.17,29.65,0,3.9,"3,333",0,1.93,2.02,0.03,농진청('14),국립농업과학원
R000213-ZZ-AVG,"마카로니, 말린것",곡류 및 그 제품,100,g,380,9.5,12.2,0.4,77.1,-,-,-,-,-,-,-,농진청('00),국립농업과학원
R000214-ZZ-AVG,"마카로니, 말린것, 삶은것",곡류 및 그 제품,100,g,126,70.0,3.8,0.2,25.8,-,-,-,-,-,-,-,농진청('01),국립농업과학원
R000215-ZZ-AVG,"스파게티면, 말린것",곡류 및 그 제품,100,g,365,9.6,11.78,1.28,76.64,1.39,2.7,"11,370",0,0.34,0.89,0,농진청('16),국립농업과학원
R000216-ZZ-AVG,"스파게티면, 말린것, 삶은것",곡류 및 그 제품,100,g,129,69.1,3.8,0,26.9,-,-,-,-,-,-,-,농진청('01),국립농업과학원
R000217-ZZ-AVG,"우동면, 생것",곡류 및 그 제품,100,g,164,61.9,3.33,1.25,33.09,0,1.9,"3,168",0,0.33,0.86,0.01,농진청('14),국립농업과학원
R000218-ZZ-AVG,"우동면, 생것, 삶은것",곡류 및 그 제품,100,g,139,67.2,2.95,0.46,29.12,0,1.6,"2,804",0,0.13,0.31,0,농진청('14),국립농업과학원
R000219-ZZ-AVG,"중국국수면, 생것",곡류 및 그 제품,100,g,249,33.0,8.6,1.2,55.7,1.0,5.4,"9,890",0,-0.28,-0.72,-,JAPAN('20),국립농업과학원
R000220-ZZ-AVG,"중국국수면, 생것, 삶은것",곡류 및 그 제품,100,g,133,65.0,4.9,0.6,29.2,0.1,2.8,"-5,579",0,-0.14,-0.36,-,JAPAN('20),국립농업과학원
R000221-ZZ-AVG,"중국국수면, 말린것",곡류 및 그 제품,100,g,336,10.0,10.3,5.2,67.1,-0.9,2.3,-,2,1.26,3.41,-,JAPAN('20),국립농업과학원
R000222-ZZ-AVG,"중국국수면, 말린것, 삶은것",곡류 및 그 제품,100,g,132,65.0,5.2,0.6,28.6,-0.1,1.5,"-5,897",0,-0.14,-0.36,-,JAPAN('20),국립농업과학원
R000223-ZZ-AVG,"중국국수면, 증숙, 생것",곡류 및 그 제품,100,g,162,57.4,4.9,1.7,35.6,0.3,3.1,"5,432",Tr,-0.38,-1.01,-,JAPAN('20),국립농업과학원
R000224-ZZ-AVG,"쫄면, 말린것",곡류 및 그 제품,100,g,348,14.2,9.16,1.08,71.29,4.50,1.7,"8,661",0,0.30,0.73,0,농진청('16),국립농업과학원
R000225-ZZ-AVG,"칼국수면, 생것",곡류 및 그 제품,100,g,303,27.8,7.25,0.87,63.02,0,1.7,"6,918",0,0.25,0.58,0,농진청('13),국립농업과학원
R000226-ZZ-AVG,"칼국수면, 생것, 삶은것",곡류 및 그 제품,100,g,140,66.9,3.49,0.43,28.98,0,2.5,"3,332",0,0.13,0.29,0,농진청('13),국립농업과학원
R000227-ZZ-AVG,"칼국수면, 반건조",곡류 및 그 제품,100,g,281,30.8,6.4,1.4,57.5,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000228-ZZ-AVG,"빵, 건포도빵",곡류 및 그 제품,100,g,263,35.7,8.2,3.5,51.1,-,2.2,"-8,636",(Tr),-1.57,-1.55,-,JAPAN('20),국립농업과학원
R000229-ZZ-AVG,"빵, 곰보빵",곡류 및 그 제품,100,g,415,13.2,9.50,14.54,61.44,17.01,4.1,"8,439",28.75,6.08,7.67,0.11,농진청('16),국립농업과학원
R000230-ZZ-AVG,"빵, 꽈배기",곡류 및 그 제품,100,g,404,23.2,7.9,20.4,47.2,-,2.1,-,-,-,-,-,식약처('11),국립농업과학원
R000231-ZZ-AVG,"빵, 난",곡류 및 그 제품,100,g,257,37.2,10.3,3.4,47.6,-,2.0,-,0,-,-,-,JAPAN('20),국립농업과학원
R000232-ZZ-AVG,"빵, 도넛, 링",곡류 및 그 제품,100,g,426,24.9,7.3,26.0,40.6,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000233-ZZ-AVG,"빵, 도넛, 팥",곡류 및 그 제품,100,g,347,31.5,6.6,15.3,45.7,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000234-ZZ-AVG,"빵, 롤빵, 소프트",곡류 및 그 제품,100,g,309,30.7,10.1,9.0,48.6,6.4,2.0,"9,860",(Tr),4.02,4.12,-,JAPAN('20),국립농업과학원
R000235-ZZ-AVG,"빵, 롤빵, 하드",곡류 및 그 제품,100,g,293,31.00,9.90,4.30,52.70,1.77,2.3,"9,920",0,0.606,2.852,-,USDA('18),국립농업과학원
R000236-ZZ-AVG,"빵, 마늘빵",곡류 및 그 제품,100,g,424,13.8,9.8,17.2,57.5,-,3.0,-,-,-,-,-,식약처('11),국립농업과학원
R000237-ZZ-AVG,"빵, 머핀, 우유",곡류 및 그 제품,100,g,296,37.70,6.90,11.40,41.40,-,2.7,"6,857",39,2.156,8.478,-,USDA('18),국립농업과학원
R000238-ZZ-AVG,"빵, 머핀, 잉글리쉬",곡류 및 그 제품,100,g,235,42.10,7.70,1.80,46.00,-,2.7,"7,735",0,0.259,1.190,-,USDA('18),국립농업과학원
R000239-ZZ-AVG,"빵, 모닝빵",곡류 및 그 제품,100,g,316,26.0,9.06,4.91,58.99,11.33,2.1,"8,994",8.77,2.33,2.33,0.03,농진청('16),국립농업과학원
R000240-ZZ-AVG,"빵, 모카빵",곡류 및 그 제품,100,g,354,19.7,8.31,7.53,63.29,15.43,1.4,"7,769",33.99,3.63,3.46,0.08,농진청('16),국립농업과학원
R000241-ZZ-AVG,"빵, 바게트",곡류 및 그 제품,100,g,289,30.0,9.4,1.3,57.5,1.8,2.7,"9,930",0,-0.29,-0.77,-,JAPAN('20),국립농업과학원
R000242-ZZ-AVG,"빵, 베이글",곡류 및 그 제품,100,g,270,32.3,9.6,2.0,54.6,4.8,2.5,"9,500",-,0.71,1.11,-,JAPAN('20),국립농업과학원
R000243-ZZ-AVG,"빵, 베이글, 달걀",곡류 및 그 제품,100,g,278,32.70,10.60,2.10,53.00,-,2.3,"10,658",24,0.421,1.062,-,USDA('18),국립농업과학원
R000244-ZZ-AVG,"빵, 붕어빵, 팥",곡류 및 그 제품,100,g,254,43.5,4.81,6.44,44.12,11.98,6.2,"4,810",0,3.49,2.63,0.03,농진청('16),국립농업과학원
R000245-ZZ-AVG,"빵, 소시지빵",곡류 및 그 제품,100,g,323,38.0,10.59,16.52,33.00,5.05,4.8,"9,317",35.41,5.25,10.37,0.16,농진청('16),국립농업과학원
R000246-ZZ-AVG,"빵, 식빵",곡류 및 그 제품,100,g,279,34.8,9.01,4.91,49.68,4.12,3.7,"8,606",0,2.87,1.65,0.15,농진청('14),국립농업과학원
R000247-ZZ-AVG,"빵, 식빵, 옥수수",곡류 및 그 제품,100,g,270,35.1,9.44,3.42,50.45,5.32,3.7,"7,723",0,1.56,1.64,0.05,농진청('15),국립농업과학원
R000248-ZZ-AVG,"빵, 식빵, 우유",곡류 및 그 제품,100,g,285,34.6,9.1,6.0,48.7,-,-,-,-,-,-,-,농진청('03),국립농업과학원
R000249-ZZ-AVG,"빵, 옥수수빵",곡류 및 그 제품,100,g,321,30.50,7.40,10.20,49.10,-,2.4,"7,307",62,2.797,6.499,-,USDA('18),국립농업과학원
R000250-ZZ-AVG,"빵, 와플",곡류 및 그 제품,100,g,291,42.00,7.90,14.10,32.90,-,-,"7,936",69,2.866,10.306,-,USDA('18),국립농업과학원
R000251-ZZ-AVG,"빵, 와플, 잼",곡류 및 그 제품,100,g,279,-33.0,-4.9,-4.2,-57.3,-36.4,-1.3,"-5,157",-53,-1.75,-1.92,-,JAPAN('20),국립농업과학원
R000252-ZZ-AVG,"빵, 와플, 커스터드 크림",곡류 및 그 제품,100,g,241,-45.9,-7.3,-7.9,-38.1,-15.0,-0.8,"-7,650",-140,-3.18,-3.52,-,JAPAN('20),국립농업과학원
R000253-ZZ-AVG,"빵, 잼빵",곡류 및 그 제품,100,g,285,-32.0,-5.3,-3.9,-58.1,-27.6,-1.6,"-5,172",-20,-1.73,-1.80,-,JAPAN('20),국립농업과학원
R000254-ZZ-AVG,"빵, 찐빵, 단호박",곡류 및 그 제품,100,g,239,39.7,5.4,0.9,52.4,-,-,-,-,-,-,-,농진청('05),국립농업과학원
R000255-ZZ-AVG,"빵, 찐빵, 채소",곡류 및 그 제품,100,g,231,47.4,8.1,5.5,37.3,-,-,-,-,-,-,-,농진청('03),국립농업과학원
R000256-ZZ-AVG,"빵, 찐빵, 팥",곡류 및 그 제품,100,g,213,47.5,5.96,1.29,44.36,10.42,5.1,"5,294",0,0.58,0.64,0.01,농진청('16),국립농업과학원
R000257-ZZ-AVG,"빵, 카스텔라",곡류 및 그 제품,100,g,299,29.4,6.91,3.72,59.46,24.85,4.7,"6,287",138.68,1.27,2.26,0.02,농진청('15),국립농업과학원
R000258-ZZ-AVG,"빵, 크루아상",곡류 및 그 제품,100,g,438,20.0,7.9,26.8,43.9,-,1.8,"-8,473",-35,-12.16,-12.09,-,JAPAN('20),국립농업과학원
R000259-ZZ-AVG,"빵, 크루아상, 버터",곡류 및 그 제품,100,g,406,23.20,8.20,21.00,45.80,11.26,2.6,"8,302",67,11.659,6.619,-,USDA('18),국립농업과학원
R000260-ZZ-AVG,"빵, 크로켓",곡류 및 그 제품,100,g,307,44.7,6.0,18.2,29.7,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000261-ZZ-AVG,"빵, 크로켓, 채소",곡류 및 그 제품,100,g,301,43.9,7.1,16.4,31.2,-,1.1,-,-,-,-,-,식약처('11),국립농업과학원
R000262-ZZ-AVG,"빵, 크림빵",곡류 및 그 제품,100,g,275,40.1,6.0,7.7,45.5,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000263-ZZ-AVG,"빵, 크림빵, 버터",곡류 및 그 제품,100,g,383,26.1,8.2,18.4,46.2,-,2.6,-,-,-,-,-,식약처('11),국립농업과학원
R000264-ZZ-AVG,"빵, 팥빵",곡류 및 그 제품,100,g,253,39.8,7.57,3.17,48.51,16.37,6.3,"6,719",19.01,1.69,1.18,0.13,농진청('15),국립농업과학원
R000265-ZZ-AVG,"빵, 페이스트리",곡류 및 그 제품,100,g,457,17.4,8.6,26.3,46.5,-,3.0,-,-,-,-,-,식약처('11),국립농업과학원
R000266-ZZ-AVG,"빵, 페이스트리, 과일",곡류 및 그 제품,100,g,371,27.10,5.40,18.50,47.80,27.53,1.9,"5,374",114,4.860,12.390,-,USDA('18),국립농업과학원
R000267-ZZ-AVG,"빵, 페이스트리, 치즈",곡류 및 그 제품,100,g,374,31.40,8.00,21.90,37.20,6.95,1.0,"7,982",23,6.794,13.888,-,USDA('18),국립농업과학원
R000268-ZZ-AVG,"빵, 피칸파이",곡류 및 그 제품,100,g,407,18.25,4.50,16.69,59.61,25.18,2.1,"3,999",42,2.654,11.871,-,USDA('18),국립농업과학원
R000269-ZZ-AVG,"케이크, 과일(후르츠)",곡류 및 그 제품,100,g,324,25.30,2.90,9.10,61.60,27.42,3.7,"2,909",5,1.048,7.523,-,USDA('18),국립농업과학원
R000270-ZZ-AVG,"케이크, 롤 케이크",곡류 및 그 제품,100,g,369,32.3,7.51,20.22,39.24,17.41,6.3,"7,142",131.05,7.72,11.25,0.30,농진청('15),국립농업과학원
R000271-ZZ-AVG,"케이크, 배 케이크",곡류 및 그 제품,100,g,296,38.4,6.2,10.8,43.5,-,-,-,-,-,-,-,농진청('06),국립농업과학원
R000272-ZZ-AVG,"케이크, 생크림 블루베리",곡류 및 그 제품,100,g,280,53.2,3.03,18.88,24.39,22.87,0.8,"3,011",68.10,11.44,5.90,0.56,농진청('15),국립농업과학원
R000273-ZZ-AVG,"케이크, 쇼튼드 케이크",곡류 및 그 제품,100,g,318,-35.0,-6.9,-15.2,-42.3,-24.3,-0.6,"-7,357",-140,-5.80,-7.37,-,JAPAN('20),국립농업과학원
R000274-ZZ-AVG,"케이크, 스폰지 케이크",곡류 및 그 제품,100,g,352,30.2,6.6,15.2,47.2,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000275-ZZ-AVG,"케이크, 엔젤푸드 케이크",곡류 및 그 제품,100,g,258,33.20,5.90,0.80,57.80,-,1.5,"5,931",0,0.121,0.438,-,USDA('18),국립농업과학원
